step,reward,win_rate
27,0.31839622641509435,0.0
10034,6.159198113207546,0.0
20039,5.600235849056604,0.0
30048,6.016509433962264,0.0
40049,5.303066037735849,0.0
50067,5.199292452830189,0.0
60077,4.903301886792453,0.0
70095,5.6639150943396235,0.0
80108,4.9351415094339615,0.0
90113,4.709905660377358,0.0
100130,4.786556603773585,0.0
110156,4.424528301886792,0.0
120172,5.231132075471698,0.0
130178,5.054245283018868,0.0
140178,5.300707547169811,0.0
150182,5.100235849056604,0.0
160195,4.751179245283019,0.0
170196,5.59433962264151,0.0
180219,6.4351415094339615,0.0
190249,5.602594339622641,0.0
200249,6.027122641509434,0.0
210261,6.691037735849056,0.0
220275,7.0860849056603765,0.0
230279,7.727594339622641,0.0
240280,7.068396226415095,0.0
250286,6.452830188679245,0.0
260304,7.143867924528301,0.0
270317,7.742924528301886,0.0
280330,7.5200471698113205,0.0
290345,7.621462264150943,0.0
300358,7.423349056603773,0.0
310365,7.4540094339622645,0.0
320369,7.518867924528302,0.0
330369,8.432783018867925,0.03125
340387,8.378537735849058,0.0
350407,7.859669811320755,0.0
360423,8.25943396226415,0.0
370444,7.869103773584905,0.0
380458,8.523584905660378,0.0
390472,8.536556603773587,0.03125
400482,7.990566037735849,0.0
410485,8.61556603773585,0.0
420497,8.30306603773585,0.0
430501,8.846698113207548,0.0
440514,7.818396226415095,0.0
450517,9.165094339622645,0.03125
460518,8.357311320754718,0.0
470527,9.298349056603774,0.03125
480541,8.189858490566039,0.0
490557,9.114386792452832,0.0
500567,9.682783018867926,0.0625
510576,10.214622641509436,0.0625
520581,8.817216981132077,0.0
530603,11.181603773584907,0.15625
540612,9.948113207547172,0.0625
550632,10.954009433962264,0.125
560650,9.55188679245283,0.03125
570656,8.977594339622643,0.0
580662,9.05306603773585,0.0
590679,10.15801886792453,0.0625
600692,11.78301886792453,0.21875
610693,9.610849056603776,0.0625
620706,10.672169811320757,0.09375
630714,10.179245283018869,0.09375
640724,8.483490566037737,0.0
650736,13.52240566037736,0.375
660739,12.346698113207548,0.25
670739,11.60495283018868,0.21875
680751,12.581367924528305,0.25
690759,13.221698113207548,0.375
700772,14.629716981132077,0.46875
