step,reward,win_rate
48,5.234094311377238,0.0
10056,7.910132859281437,0.0
20071,8.57550523952096,0.0
30081,8.725299401197605,0.0
40089,8.235404191616766,0.0
50105,7.992748877245509,0.0
60143,8.213697604790418,0.0
70162,8.359094311377245,0.0
80170,7.873549775449103,0.0
90195,8.12556137724551,0.0
100226,7.9635572604790426,0.0
110226,7.717580464071856,0.0
120251,7.661676646706588,0.0
130272,7.694142964071857,0.0
140288,7.7228667664670665,0.0
150319,7.495976796407186,0.0
160331,7.153910928143713,0.0
170332,7.2912144461077855,0.0
180333,7.4156998502994025,0.0
190369,7.322979041916168,0.0
200371,7.292290419161677,0.0
210428,7.092112649700599,0.0
220467,7.244199101796408,0.0
230470,7.690213323353294,0.0
240473,7.8809880239520975,0.0
250518,8.101515718562874,0.0
260529,8.314745508982035,0.0
270534,8.395490269461078,0.0
280559,8.414343188622754,0.0
290566,8.948914670658683,0.0
300587,8.537892964071856,0.0
310624,8.55169348802395,0.0
320630,8.259964446107785,0.0
330632,8.404986901197605,0.0
340653,8.035226422155688,0.0
350663,8.680202095808385,0.0
360682,8.565961826347305,0.0
370683,8.75870134730539,0.0
380702,8.820218937125748,0.0
390719,9.21809505988024,0.0
400738,9.12069610778443,0.0
410739,9.744947604790418,0.0
420752,9.49153255988024,0.0
430786,9.712995883233532,0.0
440805,9.087247380239521,0.0
450811,9.82658121257485,0.0
460816,9.163781811377245,0.0
470850,10.117327844311376,0.0
480887,10.082756362275449,0.0
490922,10.233392589820358,0.0
500965,9.65910366766467,0.0
510968,10.36508233532934,0.0
520992,10.913126871257484,0.0
530997,10.840896332335328,0.0
541026,10.704481661676645,0.0
551026,10.988070733532934,0.0
561040,11.505333083832335,0.0
571085,11.460656811377245,0.0
581108,11.616485778443113,0.0
591127,11.52165980538922,0.0
601166,11.750046781437124,0.0
611210,11.348662050898202,0.0
621213,11.347305389221555,0.0
631224,11.355351796407184,0.0
641254,11.581586826347303,0.0
651290,11.766513847305388,0.0
661309,11.731802020958082,0.0
671336,11.850580089820358,0.0
681372,11.627619760479043,0.0
691394,11.488866017964071,0.0
701412,12.017870508982035,0.0
711424,11.78068862275449,0.0
721491,12.67019086826347,0.0
731529,11.854977544910177,0.0
741540,12.440260104790418,0.0
751571,11.986620508982034,0.0
761574,12.469638847305387,0.0
771615,12.401852544910179,0.0
781615,12.894086826347305,0.0625
791647,12.747567365269461,0.0
801696,12.49943862275449,0.0
811737,11.953358907185628,0.0
821777,12.609749251497004,0.0
831792,12.161770209580839,0.03125
841809,13.244620134730537,0.03125
851861,13.029004491017963,0.0
861864,12.603480538922152,0.0
871883,13.038547904191613,0.0
881885,13.714726796407184,0.03125
891929,13.059646332335326,0.0
901949,13.226281811377245,0.0
911983,12.582662799401195,0.0
922035,13.37574850299401,0.0
932056,12.772408308383232,0.0
942075,13.579528443113768,0.0
952117,13.288547904191617,0.0
962131,13.914857784431137,0.0625
972182,13.464071856287424,0.0
982222,13.815447230538922,0.0625
992276,14.234796032934131,0.1875
1002307,14.42702095808383,0.03125
1012371,13.83359842814371,0.03125
1022384,13.537518712574848,0.0
1032386,14.026244386227543,0.09375
1042408,13.795658682634727,0.03125
1052419,13.271940494011973,0.03125
1062440,13.958785553892213,0.0
1072470,14.03176459580838,0.03125
1082491,14.232877994011972,0.0
1092535,13.57709580838323,0.0625
1102601,13.714071856287422,0.09375
1112656,14.374485404191613,0.0625
1122726,14.134028817365262,0.09375
1132770,13.561611152694605,0.03125
1142776,14.40246070359281,0.125
1152839,14.965147829341314,0.125
1162842,14.07134169161676,0.03125
1172864,13.796313622754486,0.0
1182876,14.649794161676642,0.09375
1192942,14.41060067365269,0.0625
1202996,13.70087949101796,0.03125
1213067,14.26492327844311,0.0625
1223108,13.355866392215567,0.0
1233186,13.325552020958078,0.03125
1243262,14.562266092814369,0.09375
1253285,15.234047529940117,0.125
1263323,14.75102919161676,0.0625
1273351,13.99059693113772,0.03125
1283437,14.943020209580833,0.09375
1293437,14.701627994011972,0.125
1303465,14.703499251497,0.0625
1313506,13.974644461077837,0.0
1323536,14.584393712574844,0.125
1333544,15.092720808383227,0.15625
1343596,15.125701721556883,0.09375
1353613,14.503321482035922,0.0625
1363676,15.026104041916163,0.15625
1373706,14.40400449101796,0.09375
1383726,15.150261976047897,0.21875
1393767,15.204341317365262,0.125
1403774,14.451627994011972,0.15625
1413806,14.762677769461074,0.125
1423845,14.371959206586821,0.0625
1433882,14.084300149700592,0.0625
1443921,14.459253368263463,0.15625
1453931,14.463931511976039,0.125
1463951,14.83102544910179,0.15625
1473990,14.94372193113772,0.15625
1484083,14.76422155688622,0.125
1494098,14.890297529940113,0.03125
1504158,14.964960703592807,0.125
1514181,15.7676366017964,0.15625
1524268,15.288501122754484,0.21875
1534279,15.03527320359281,0.15625
1544282,15.07442926646706,0.15625
1554341,15.522034056886223,0.1875
1564365,15.43773390718562,0.21875
1574370,15.215288173652688,0.125
1584399,14.865971182634723,0.21875
1594405,15.033729416167658,0.09375
1604440,15.26815119760478,0.1875
1614461,14.734047529940112,0.125
1624551,15.52128555389221,0.15625
1634560,16.048512350299397,0.21875
1644579,15.255473428143706,0.15625
1654616,15.03934318862275,0.125
1664648,15.424494760479037,0.1875
1674660,16.573353293413174,0.34375
1684661,15.490175898203587,0.15625
1694668,15.927441991017957,0.1875
1704688,15.145724176646702,0.09375
1714765,14.515952470059872,0.0625
1724852,15.488866017964067,0.21875
1734897,15.73091317365269,0.28125
1744935,17.048231661676642,0.46875
1754936,16.15180576347305,0.25
1764942,16.084019461077837,0.28125
1775027,15.9407747005988,0.25
1785064,15.963604041916161,0.1875
1795154,15.703686377245504,0.21875
1805186,15.888005239520954,0.21875
1815196,16.009122380239514,0.28125
1825218,16.357082709580833,0.34375
1835279,15.974316991017961,0.28125
1845301,15.721416541916163,0.1875
1855386,15.511367889221553,0.21875
1865425,15.315961826347301,0.1875
1875500,16.5334487275449,0.25
1885534,15.965241392215562,0.25
1895541,15.615269461077837,0.21875
1905550,16.142355913173645,0.25
1915638,15.452236152694606,0.25
1925723,16.579855913173645,0.28125
1935766,15.906904940119757,0.28125
1945787,15.455043038922149,0.15625
1955870,15.973334580838321,0.25
1965874,17.36002994011976,0.5
1975888,15.869854041916163,0.28125
1985986,15.691429640718557,0.25
1996028,17.037097679640716,0.34375
2006062,15.343843562874241,0.15625
2016094,17.568955838323348,0.46875
2026127,16.785974925149695,0.375
2036191,16.11587761976047,0.28125
2046242,16.6157372754491,0.3125
