step,reward,win_rate
45,3.4986979166666647,0.0
10083,7.74701286764706,0.0
20090,12.552542892156865,0.03125
30131,13.936963848039216,0.0625
40159,14.543504901960786,0.25
50196,14.853400735294118,0.28125
60238,13.972962622549021,0.0625
70286,12.363664215686274,0.0
80294,11.571844362745097,0.0
90343,11.613051470588236,0.03125
100366,11.770909926470585,0.0
110391,11.166819852941167,0.0
120429,10.593137254901956,0.0
130438,10.46476715686274,0.0
140476,10.561044730392153,0.0
150481,10.73628982843137,0.0
160486,10.37752757352941,0.0
170530,10.49410232843137,0.0
180564,9.857306985294116,0.0
190606,10.401654411764703,0.0
200641,10.26815257352941,0.0
210646,10.007429534313726,0.0
220672,9.784390318627448,0.0
230699,10.6742493872549,0.0
240715,8.285079656862743,0.0
250739,11.001914828431369,0.0
260774,10.605698529411761,0.0
270832,12.012331495098033,0.0
280874,10.609221813725485,0.0
290886,10.615962009803916,0.0
300900,11.542202818627445,0.0
310902,12.262867647058819,0.0
320916,11.821001838235288,0.0
331026,11.595894607843132,0.0
341057,12.935278799019601,0.0
351088,12.250919117647054,0.0
361195,13.655177696078425,0.0
371216,13.254748774509801,0.0
381287,12.646063112745093,0.0
391314,13.19806985294117,0.0
401433,13.57038909313725,0.0
411434,12.958409926470583,0.0
421542,13.487515318627445,0.0
431555,13.753293504901956,0.0
441588,13.477634803921562,0.0
451606,14.219975490196072,0.0
461719,13.278262867647054,0.0
471774,12.524739583333327,0.0
481885,14.632812499999996,0.0
491971,14.640012254901954,0.03125
502049,14.158241421568622,0.03125
512107,14.310814950980387,0.0
522164,14.618872549019601,0.0
532254,14.611136642156858,0.0625
542302,13.926930147058819,0.0
552374,14.144531249999995,0.03125
562483,15.369638480392153,0.125
572549,14.667202818627446,0.0625
582600,16.080882352941174,0.21875
592708,14.789292279411761,0.125
602753,15.688648897058819,0.15625
612804,16.293887867647054,0.25
622888,15.838541666666664,0.21875
632946,16.346737132352935,0.21875
642986,16.557674632352935,0.3125
653020,16.39031862745098,0.3125
663028,16.364200367647054,0.3125
673053,16.452665441176467,0.3125
683147,16.361979166666664,0.34375
693166,15.992110906862743,0.21875
703193,16.24617034313725,0.25
713265,17.041207107843135,0.375
723271,17.036764705882348,0.40625
733290,18.357613357843135,0.53125
743296,17.205575980392155,0.34375
753358,17.94270833333333,0.53125
763393,17.915441176470587,0.46875
773453,18.408471200980387,0.59375
783511,18.39659926470588,0.59375
793611,18.677466299019606,0.65625
803654,19.068397671568626,0.75
813692,18.90701593137255,0.75
823727,19.27719056372549,0.8125
833787,19.727481617647058,0.875
843821,19.06234681372549,0.78125
853883,19.108838848039213,0.78125
863906,19.107153799019606,0.8125
873945,19.865732230392158,0.9375
883980,19.010110294117645,0.8125
894014,18.92624080882353,0.75
904046,19.710860906862745,0.90625
914059,19.462622549019606,0.875
924066,19.688342524509803,0.90625
934104,19.22863051470588,0.8125
944130,19.658930759803923,0.90625
954164,19.565104166666664,0.90625
964206,19.673866421568626,0.875
974215,19.910845588235293,0.96875
984272,19.643841911764703,0.90625
994333,19.89905024509804,0.96875
1004341,19.972732843137255,0.96875
1014402,20.063419117647058,1.0
1024411,19.653722426470587,0.9375
1034440,19.296185661764703,0.875
1044453,19.718826593137255,0.9375
1054484,19.672794117647058,0.9375
1064506,19.85202205882353,0.96875
1074571,19.812729779411764,0.96875
1084620,20.01516544117647,1.0
1094626,19.912913602941178,0.96875
1104628,20.04672181372549,1.0
1114688,19.720205269607845,0.9375
1124710,19.83172487745098,0.9375
1134749,19.644761029411764,0.90625
1144794,20.03860294117647,1.0
1154845,19.983072916666664,0.96875
1164892,20.04564950980392,0.96875
1174899,19.92984068627451,0.9375
1184913,19.845052083333332,0.9375
1194944,19.667126225490193,0.90625
1204979,19.893458946078432,0.96875
1215029,19.888939950980394,0.96875
1225036,20.059436274509803,1.0
1235093,19.741115196078432,0.9375
1245112,20.061274509803923,1.0
1255127,20.03921568627451,1.0
1265130,19.63694852941176,0.90625
1275173,19.850490196078432,0.96875
1285209,19.89859068627451,0.96875
1295261,20.071691176470587,1.0
1305300,20.033547794117645,0.96875
1315330,19.888174019607842,0.96875
1325337,19.755055147058826,0.9375
1335378,19.829197303921568,0.96875
1345419,20.056525735294116,1.0
1355517,19.776960784313722,0.9375
1365547,20.011335784313726,1.0
1375570,19.612668504901958,0.90625
1385572,19.73598345588235,0.90625
1395572,20.07766544117647,1.0
1405609,19.904258578431374,0.96875
1415663,20.105238970588232,1.0
1425683,20.016544117647058,1.0
1435724,19.74234068627451,0.9375
1445772,20.009803921568626,1.0
1455832,19.92064950980392,0.96875
1465846,20.029258578431374,1.0
1475873,20.045343137254903,1.0
1485881,20.186734068627448,1.0
1495887,20.013327205882355,1.0
1505929,19.935508578431374,0.96875
1515955,20.066329656862745,1.0
1525996,20.020220588235297,1.0
1536013,20.012714460784313,1.0
1546068,20.003676470588236,1.0
1556106,20.053615196078432,1.0
1566158,20.004442401960787,1.0
1576165,20.021139705882355,1.0
1586195,20.044424019607845,1.0
1596213,19.902573529411764,0.96875
1606216,19.854013480392155,0.96875
1616235,19.606847426470587,0.90625
1626272,20.010876225490193,1.0
1636273,19.766314338235293,0.9375
1646304,20.020833333333332,1.0
1656351,20.025888480392155,1.0
1666357,19.905177696078432,0.96875
1676392,20.013327205882355,0.96875
1686414,20.016850490196077,1.0
1696424,19.3344056372549,0.9375
1706474,20.001072303921568,1.0
1716492,20.017310049019606,1.0
1726517,19.926623774509803,0.96875
1736525,19.770986519607842,0.9375
1746563,20.013633578431374,1.0
